manufacturer_id,seller_id,name,price,winter,truck,brand,category_id
EK10001,754397,Барабан тормозной DAF зад 420х200 H=288мм,"2,445.00",,,EKER,11
EK10002,284620,Барабан тормозной DAF пер 420х150 Н=228мм,"2,077.00",,,EKER,11
EK06031,7180996,Барабан тормозной EuroTech 410х200 Н=251мм,"2,466.00",,,EKER,11
EK06008,7172079,Барабан тормозной EuroTech 410х200 Н=258мм,"2,553.00",,,EKER,11
EK16011,448060,"Барабан тормозной Fruehauf 419х178 Н=228,5мм","2,034.00",,,EKER,11
EK06032,7183050,"Барабан тормозной Iveco Astra 410х200 Н=289,5мм","2,899.00",,,EKER,11
EK02003,81501100104,Барабан тормозной MAN 410х220 h=300мм,"2,348.00",,,EKER,11
EK14003,5010098949,Барабан тормозной Renault 414х220 Н=276мм,"2,613.00",,,EKER,11
EK28003,21018963,Барабан тормозной ROR 311x190 H=290мм,"1,764.00",,,EKER,11
EK16022,21220183,Барабан тормозной ROR 420х180мм Н=240мм,"1,904.00",,,EKER,11
EK16057,21018986,Барабан тормозной ROR 420х180мм Н=248мм,"1,980.00",,,EKER,11
EK29004,1064019700,Барабан тормозной SAF 300х200 Н=280мм  г/г,"1,861.00",,,EKER,11
EK29014,1064022300,Барабан тормозной SAF 355х200 Н=280мм,"2,142.00",,,EKER,11
EK16024,1064026001,Барабан тормозной SAF 420х180 Н=227 D=300,"1,926.00",,,EKER,11
EK29005,1064023600,Барабан тормозной SAF 420х180 Н=228 D=290,"2,099.00",,,EKER,11
EK29010,1064027001,Барабан тормозной SAF 420х200 Н=256 D=300,"2,185.00",,,EKER,11
EK16010,449628,Барабан тормозной SMB 419x203 H=258мм,"2,288.00",,,EKER,11
EK11022,1075309,Барабан тормозной Volvo зад 410х200 Н=294мм,"2,656.00",,,EKER,11
EK11023,1075310,Барабан тормозной Volvo зад 410х225 Н=306мм,"2,667.00",,,EKER,11
EK16015,0310667440,Барабан тормозной BPW 420х200 H=238мм 6 шп,"2,099.00",,,EKER,11
EK16029,0310977170,Барабан тормозной BPW 420х200 H=256мм ш/г,"2,250.00",,,EKER,11
EK02011,81501100237,Барабан тормозной MAN 360х189 h=250мм,"1,920.00",,,EKER,11
EK16036, ,Барабан тормозной BPW 420х200 h=284мм г/г,"2,510.00",,,EKER,11
EK14006,5010136146,Барабан тормозной Renault 414х175 Н=253.5мм,"2,398.00",,,EKER,11
421121, ,Корпус подшипника тормозного суппорта (SB/SN-6/7),"1,428.00",,,EKER,0
421122, ,Корпус подшипника тормозного суппорта (SB/SN-6/7),"1,428.00",,,EKER,0
421123, ,Корпус подшипника тормозного суппорта (SB/SN-6/7),"1,471.00",,,EKER,0
421124, ,Корпус подшипника тормозного суппорта (SB/SN-6/7),"1,428.00",,,EKER,0
421125, ,Корпус подшипника тормозного суппорта (SB/SN-6/7) 107105,"1,428.00",,,EKER,0
421128, ,Трещетка тормозного суппорта (SB/SN-6/7)    096.032,"1,050.00",,,EKER,0
421130,CKSK.17,Корпус тормозного суппорта (SB/SN-6/7) с винтами,"1,694.00",,,EKER,0
421131, ,Корпус тормозного суппорта (SB/SN-6/7),"1,055.00",,,EKER,0
421138,(SB/SN-6/7),Винт тормозного суппорта (Geviner 161101),325.00,,,EKER,0
421139,(SB/SN-6/7),Цепь тормозного суппорта длиный -29 звено,158.00,,,EKER,0
421140, ,Трещетка тормозного суппорта Atego,"1,223.00",,,EKER,0
421142,CKSK.11.1,Звездочка тормозного суппорта (SB/SN-6/7),147.00,,,EKER,0
421146,CKSK.14.1,Подшипник тормозного суппорта (SB/SN-6/7) (2-замка),579.00,,,EKER,0
421147,CKSK.14,Подшипник тормозного суппорта (SB/SN-6/7) (1-замок),601.00,,,EKER,0
421189,103103,Трещетка тормозного суппорта Atego               (103103),300.00,,,EKER,0
421190, ,"Подшипник тормозного суппорта (19,5*-22.5*)    (208101)",514.00,,,EKER,0
73025,0557482432,Трещетка тормозная BPW (автомат),872.00,,,EKER,0
421127,CKSK.10.1,Трещетка тормозного суппорта (SB/SN-6/7)    102103,250.00,,,EKER,0
ES17610,1522384,"Гайка ступицы Volvo 7/8""x14",55.00,,,EKER,0
ES02910,93805743,"Гайка ступицы М18х1,5",39.00,,,EKER,0
ES02810,2476979,"Гайка ступицы М20х1,5",39.00,,,EKER,0
ES02520,81455030056,"Гайка ступицы М22х1,5",44.00,,,EKER,0
ES30010,81455030054,"Гайка ступицы М22х1,5 (Титан. Диск)",87.00,,,EKER,0
421100,K001300,К/т пыльников суппорта (K001300) с буртом,315.00,,,EKER,0
425114,3097299,Палец тормозной колодки Volvo,129.00,,,EKER,0
421143, ,Звездочка супорта Atego,338.00,,,EKER,0
421183, ,Корпус подшипника тормозного суппорта (SN 5) (107112-gewinner),"1,118.00",,,EKER,0
421185, ,Цепь тормозного суппорта -12 звено,127.00,,,EKER,0
421154,II339680062,Р/к суппорта (geviner 151115) 34x80/36x145 (095.533),781.00,,,EKER,0
424187, ,Р/К супорта Man (R),740.00,,,EKER,0
424188, ,Р/К супорта Man (L),760.00,,,EKER,0
EB181310,1301111810,"Шпилька ступицы SAF М22х1,5 L=77 (с гайкой)",120.00,,,EKER,0
423101, ,Р/к суппорта,915.00,,,EKER,0
EP1814, ,Ступица SAF (диск-шайба) в сборе 88мм,"10,675.00",,,EKER,12
EP160402,0327230990,"Ступица BPW ECO (тормоз. диск) 110x130 H=208,5 в сборе","8,945.00",,,EKER,12
EP160403,0127243280,Ступица BPW ECO (тормоз. диск) 120x150 H=193.5,"9,075.00",,,EKER,12
EP160401,0327243140,Ступица BPW ECO (тормоз. диск) 120x150 H=201 в сборе(б/п),"8,945.00",,,EKER,12
EP0405,1391617,Ступица DAF 95/105XF задняя в сборе,"10,508.00",,,EKER,12
EP0404,1391615,Ступица DAF 95/105XF передняя в сборе,"10,340.00",,,EKER,12
EP1306,7420532263,Ступица Renault Premium задняя (148/148мм подшипник),"11,000.00",,,EKER,12
EP1303,7420819822,Ступица Renault Premium передняя (125/125мм подшипник),"10,572.00",,,EKER,12
EPK1810,3307303000,Ступица SAF (диск-шайба) в сборе 82мм,"8,890.00",,,EKER,12
EPK0514,20535263,Ступица Volvo FH12 задняя (148/148мм подшипник),"10,675.00",,,EKER,12
EP0513,85111792,Ступица Volvo FH12 передняя (110/110мм подшипник) d/27,"9,296.00",,,EKER,12
EP0512,85111794,Ступица Volvo FH12 передняя (125/125мм подшипник) d/27,"10,053.00",,,EKER,12
EYD30016,0509114190,Колодка тормозная BPW 300х200,752.00,,,EKER,13
EYD30018,0509114800,Колодка тормозная BPW 300х200,752.00,,,EKER,13
EYD30045,0509119070,Колодка тормозная BPW 360x200,807.00,,,EKER,13
EYD30049,0509119340,Колодка тормозная BPW 360x200 ECO (EYD30029),807.00,,,EKER,13
EYD8004,0509146170,Колодка тормозная BPW 420x180 ECO C 95,498.00,,,EKER,13
EYD8003,0509127830,Колодка тормозная BPW 420х200  до 95г,563.00,,,EKER,13
EYD8029,0509127542,Колодка тормозная BPW 420х200 ECO C 95,617.00,,,EKER,13
EYD8007,3054012000,Колодка тормозная SAF 420x180 (19 283),726.00,,,EKER,13
